"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Public","061218001372","El Rancho High","CA","06",90660,33.98406500,-118.08838100,2772,1.1905,0.2886,97.5469,0.7215,0.1082,0.1443
"Public","061221001388","El Segundo High","CA","06",90245,33.92456000,-118.41370000,1269,69.9764,4.8857,2.7581,9.6139,1.0244,11.7415
"Public","061233001398","Elk Grove High","CA","06",95624,38.40853800,-121.37470900,1796,46.9376,8.2962,23.3853,12.8062,0.9465,7.6281
"Public","061233001414","Valley High","CA","06",95823,38.45438400,-121.43076600,1461,4.7228,21.2868,41.1362,25.7358,0.7529,6.3655
"Public","061233003662","Laguna Creek High","CA","06",95758,38.42887000,-121.42874100,1814,23.2635,22.0507,22.7674,22.8225,0.3859,8.7100
"Public","061233007226","Sheldon High","CA","06",95829,38.45621800,-121.34698900,2285,19.3435,14.2670,24.3326,33.4354,0.5252,8.0963
"Public","061233008275","Elk Grove Charter","CA","06",95757,38.39135000,-121.43717000,251,23.9044,17.1315,35.4582,11.1554,1.5936,10.7570
"Public","061233009534","Florin High","CA","06",95828,38.46887300,-121.39238800,1500,6.8000,15.0000,32.7333,40.4000,0.5333,4.5333
"Public","061233010593","Franklin High","CA","06",95757,38.39284700,-121.43017300,2767,20.5638,14.5645,19.2989,38.2725,0.4698,6.8305
"Public","061233011061","Monterey Trail High","CA","06",95624,38.44935300,-121.39835500,2190,5.5708,18.7671,26.3470,40.8219,0.4110,8.0822
"Public","061233011067","Pleasant Grove High","CA","06",95624,38.42638200,-121.33981000,2595,41.0790,9.1715,17.4952,25.3179,0.7322,6.2042
"Public","061233012274","Cosumnes Oaks High","CA","06",95757,38.39929000,-121.39747000,2148,30.0745,18.0168,22.3929,19.9721,0.5587,8.9851
"Public","061263001426","Emery Secondary","CA","06",94608,37.83776200,-122.27478900,191,6.8063,61.7801,17.8010,13.0890,0.0000,0.5236
"Public","061284001448","Escalon High","CA","06",95320,37.79920700,-120.99439400,884,49.2081,0.9050,44.6833,2.7149,0.3394,2.1493
"Public","061291001465","Escondido High","CA","06",92026,33.14564200,-117.09140700,2493,19.0533,2.9683,70.8383,5.7762,0.3610,1.0028
"Public","061291001466","Orange Glen High","CA","06",92027,33.12973300,-117.04145000,2123,8.7612,2.3552,84.3618,3.2030,0.1413,1.1776
"Public","061291001467","San Pasqual High","CA","06",92025,33.07636000,-117.05658100,2237,35.8963,1.2964,54.4032,5.5878,0.6258,2.1904
"Public","061291006493","Escondido Charter High","CA","06",92027,33.13658000,-117.05507700,808,49.0099,3.2178,34.7772,7.1782,0.4950,5.3218
"Public","061291011756","Classical Academy High","CA","06",92025,33.12537400,-117.08373800,906,72.2958,2.7594,16.9978,5.2980,0.7726,1.8764
"Public","061293001470","Esparto High","CA","06",95627,38.69184400,-122.01636100,292,29.4521,0.3425,67.4658,1.0274,1.0274,0.6849
"Public","061336001510","Armijo High","CA","06",94533,38.25150400,-122.03669000,2378,15.3911,15.5593,41.2532,15.3070,1.3457,11.1438
"Public","061336001516","Fairfield High","CA","06",94533,38.27456100,-122.03132800,1385,13.6462,21.2996,39.3502,12.9242,0.5054,12.2744
"Public","061336010429","Angelo Rodriguez High","CA","06",94534,38.19954400,-122.14654600,1841,24.0087,17.1646,24.6062,21.0755,1.0864,12.0587
"Public","061336012797","Matt Garcia Learning Center","CA","06",94533,38.25365600,-122.04516400,115,14.7826,24.3478,48.6957,2.6087,0.8696,8.6957
"Public","061347001533","Burney Junior-Senior High","CA","06",96013,40.88500000,-121.64908400,206,64.0777,0.4854,17.4757,1.9417,11.1650,4.8544
"Public","061347001536","Fall River Junior-Senior High","CA","06",96056,41.04598100,-121.39966900,248,60.8871,0.4032,27.0161,0.0000,10.8871,0.8065
"Public","061353001545","Fallbrook High","CA","06",92028,33.34862700,-117.24110400,2183,33.4402,1.5575,60.1466,2.1988,0.9162,1.7407
"Public","061371012613","Ipakanni Early College Charter","CA","06",95966,39.51307500,-121.55364800,39,51.2821,0.0000,17.9487,2.5641,23.0769,5.1282
"Public","061380001555","Fillmore Senior High","CA","06",93015,34.40300900,-118.91479600,985,10.2538,0.1015,88.5279,0.7107,0.1015,0.3046
"Public","061384001561","Firebaugh High","CA","06",93622,36.84667100,-120.44640700,694,6.9164,0.4323,92.5072,0.1441,0.0000,0.0000
"Public","061389001568","Cordova High","CA","06",95670,38.60042500,-121.30627600,1731,40.0347,15.3091,31.2536,8.7233,0.5777,4.1017
"Public","061389001570","Folsom High","CA","06",95630,38.64893600,-121.15668100,2179,62.5975,2.9830,10.9683,18.7701,0.6425,4.0385
"Public","061389011932","Vista del Lago High","CA","06",95630,38.65584600,-121.10564900,1514,73.4478,1.5192,8.3223,14.3989,0.5284,1.7834
"Public","061392001589","Fontana High","CA","06",92335,34.08146400,-117.45319100,2536,3.3912,2.5631,93.1388,0.3943,0.0789,0.4338
"Public","061392008290","Henry J. Kaiser High","CA","06",92337,34.05091600,-117.49288300,2391,4.8934,7.9046,83.8143,2.0494,0.2091,1.1292
"Public","061392010301","Fontana A. B. Miller High","CA","06",92336,34.12991700,-117.44860000,2352,4.0391,7.0578,86.4796,1.5306,0.2551,0.6378
"Public","061392011099","Summit High","CA","06",92336,34.14845900,-117.46512300,2606,6.7920,11.3584,72.9854,7.0990,0.3454,1.4198
"Public","061392012517","Jurupa Hills High","CA","06",92337,34.05890500,-117.44870200,2081,4.9015,5.8626,84.6708,3.0274,0.2403,1.2975
"Public","061407001610","Fort Bragg High","CA","06",95437,39.43777500,-123.78759700,539,48.9796,0.7421,42.4861,1.2987,1.2987,5.1948
"Public","061419001620","Fortuna Union High","CA","06",95540,40.59517700,-124.15366700,825,64.0000,0.4848,24.2424,0.8485,4.0000,6.4242
"Public","061425001638","Fowler High","CA","06",93625,36.63273200,-119.67084500,728,11.1264,1.3736,78.1593,8.7912,0.2747,0.2747
"Public","061440001654","American High","CA","06",94536,37.56370000,-122.01820000,1985,17.0781,5.1889,11.2343,63.7280,0.4534,2.3174
"Public","061440001671","Irvington High","CA","06",94538,37.52495400,-121.96691100,2248,17.0819,1.9573,11.0320,67.6157,0.4004,1.9128
"Public","061440001672","John F. Kennedy High","CA","06",94538,37.52911100,-121.98646800,1436,24.0251,5.2925,33.9833,32.4513,0.6964,3.5515
"Public","061440001678","Mission San Jose High","CA","06",94539,37.54489600,-121.93560400,2129,5.9183,0.5167,2.0667,90.8408,0.0470,0.6106
"Public","061440001692","Washington High","CA","06",94536,37.55184000,-121.99510000,1833,28.0415,5.7829,22.8587,39.5526,0.3273,3.4370
"Public","061440007479","Circle of Independent Learning","CA","06",94538,37.53826800,-121.99127700,247,36.8421,4.8583,22.6721,30.3644,0.4049,4.8583
"Public","061443001695","Cupertino High","CA","06",95014,37.31941500,-122.00914600,2168,18.3579,1.6144,10.4244,65.3137,0.0461,4.2435
"Public","061443001696","Fremont High","CA","06",94087,37.35375400,-122.03525200,1965,18.4224,2.2901,44.7837,28.6514,0.0509,5.8015
"Public","061443001697","Homestead High","CA","06",95014,37.33591000,-122.04832100,2406,32.6683,1.1638,17.6226,40.5653,0.2078,7.7722
"Public","061443001698","Lynbrook High","CA","06",95129,37.30020500,-122.00399200,1853,11.5488,0.4317,3.0761,80.8958,0.1079,3.9396
"Public","061443001699","Monta Vista High","CA","06",95014,37.31542000,-122.05640000,2357,15.4434,0.1273,2.5880,78.1502,0.0424,3.6487
"Public","061455001711","Bullard High","CA","06",93704,36.81766700,-119.80962200,2617,32.5182,12.3042,46.3890,6.1521,0.6496,1.9870
"Public","061455001723","Edison High","CA","06",93706,36.71986100,-119.80580000,2461,8.9395,17.1881,60.0163,12.3527,0.3657,1.1377
"Public","061455001730","Fresno High","CA","06",93704,36.76709500,-119.80457400,2338,10.7357,9.7947,71.3003,6.5441,0.6843,0.9410
"Public","061455001737","Herbert Hoover High","CA","06",93710,36.81779800,-119.76999200,1876,16.3113,11.3006,56.8763,12.7932,0.6930,2.0256
"Public","061455001754","McLane High","CA","06",93703,36.77416200,-119.75676700,1805,4.0443,7.8116,67.7008,19.0028,0.4986,0.9418
"Public","061455001762","Roosevelt High","CA","06",93702,36.74236200,-119.75295000,2177,3.6748,5.6959,79.8806,9.2329,0.8268,0.6890
"Public","061455007497","School of Unlimited Learning","CA","06",93721,36.73571100,-119.78576600,211,8.0569,9.4787,78.1991,2.8436,1.4218,0.0000
"Public","061455007963","Sunnyside High","CA","06",93727,36.73354900,-119.71667800,2888,2.9086,8.4141,63.9889,23.8227,0.3116,0.5540
"Public","061455008697","Carter G. Woodson Public Charter","CA","06",93726,36.78106900,-119.76856800,340,9.1176,17.0588,68.8235,2.3529,0.5882,2.0588
"Public","061455008841","Erma Duncan Polytechnical High","CA","06",93726,36.78411800,-119.75205000,988,4.3522,3.0364,63.2591,28.4413,0.3036,0.6073
"Public","061455011846","Sierra Charter","CA","06",93727,36.76792300,-119.72975000,534,29.7753,5.6180,57.3034,3.5581,2.9963,0.7491
"Public","061455011900","Fresno Academy for Civic and Entrepreneurial Leadership","CA","06",93721,36.73228000,-119.79301100,116,23.2759,12.9310,59.4828,2.5862,0.0000,1.7241
"Public","061455011911","University High","CA","06",93740,36.80971000,-119.74805000,486,40.5350,2.8807,24.8971,28.6008,0.8230,2.2634
"Public","061476001809","Buena Park High","CA","06",90621,33.86149600,-117.97835100,1940,7.3196,5.3608,73.9175,11.2371,0.4124,1.7526
"Public","061476001810","Fullerton Union High","CA","06",92832,33.87563600,-117.92190600,2155,26.3573,2.2274,64.5012,5.0580,0.1856,1.6705
"Public","061476001811","La Habra High","CA","06",90631,33.93701600,-117.95681000,2230,23.1390,1.9731,70.5830,2.5561,0.2691,1.4798
"Public","061476001814","Sonora High","CA","06",90631,33.92717400,-117.92525800,1924,21.4657,1.1435,65.3846,10.3430,0.0000,1.6632
"Public","061476001815","Sunny Hills High","CA","06",92833,33.88451200,-117.95378300,2264,16.3428,1.8993,27.8710,51.5459,0.1767,2.1643
"Public","061476001816","Troy High","CA","06",92831,33.88058700,-117.89439100,2764,21.5991,1.3386,24.0955,48.6975,0.1085,4.1606
"Public","061482001821","Galt High","CA","06",95632,38.25646600,-121.29862200,936,29.5940,0.9615,62.9274,1.7094,0.4274,4.3803
"Public","061482012403","Liberty Ranch High","CA","06",95632,38.28605000,-121.27902100,1186,45.2782,2.4452,42.7487,2.9511,0.3373,6.2395
"Public","061488001827","Bolsa Grande High","CA","06",92844,33.76105400,-117.96483500,2054,4.8199,0.4869,38.1207,54.5278,0.1461,1.8987
"Public","061488001844","Garden Grove High","CA","06",92840,33.77820200,-117.93727700,2540,9.7244,1.3780,52.5984,34.4882,0.1181,1.6929
"Public","061488001854","La Quinta High","CA","06",92683,33.73710400,-117.94879400,2142,4.2951,0.1401,16.4799,78.6181,0.0467,0.4202
"Public","061488001858","Los Amigos High","CA","06",92708,33.72227400,-117.92692600,1787,3.0218,0.3917,81.4214,14.6614,0.0560,0.4477
"Public","061488001868","Pacifica High","CA","06",92845,33.78170000,-118.01329900,1773,41.2860,1.6356,29.1596,24.7039,0.5076,2.7073
"Public","061488001874","Rancho Alamitos High","CA","06",92841,33.79887200,-117.98623700,1813,9.9283,0.4964,56.0397,31.4948,0.2206,1.8202
"Public","061488001878","Santiago High","CA","06",92843,33.76617600,-117.91372000,2214,2.4842,0.2710,83.8302,12.8275,0.1807,0.4065
"Public","061495001667","Central Valley High","CA","06",96019,40.67672700,-122.37425300,722,71.4681,2.2161,13.4349,2.6316,7.3407,2.9086
"Public","061495012533","Academy of Personalized Learning","CA","06",96002,40.57578000,-122.35469100,435,82.5287,2.0690,10.5747,1.3793,3.2184,0.2299
"Public","061515013780","Geyserville New Tech Academy","CA","06",95441,38.72015000,-122.88535100,132,34.0909,0.7576,60.6061,1.5152,0.0000,3.0303
"Public","061518001911","Gilroy High","CA","06",95020,36.99563900,-121.57606800,1364,16.4956,1.0264,77.1261,2.3460,0.5132,2.4927
"Public","061518012174","Dr. T. J. Owens Gilroy Early College Academy","CA","06",95020,36.97253300,-121.56978800,242,30.1653,2.0661,42.1488,23.1405,0.4132,2.0661
"Public","061518012264","Christopher High","CA","06",95020,37.03684000,-121.60088100,1889,28.5866,1.6411,60.2965,6.3526,0.3176,2.8057
"Public","061524001923","Crescenta Valley High","CA","06",91214,34.22360600,-118.24324400,2693,53.7690,0.7427,13.4051,30.7092,0.1857,1.1883
"Public","061524001931","Glendale High","CA","06",91205,34.14558200,-118.23333700,2582,46.5918,1.5879,35.2053,15.4531,0.1549,1.0070
"Public","061524001933","Herbert Hoover High","CA","06",91202,34.16580800,-118.27043200,1719,58.7551,1.6289,25.4799,13.3217,0.1745,0.6399
"Public","061524007518","Anderson W. Clark Magnet High","CA","06",91214,34.23727800,-118.25383100,1130,80.1770,0.4425,7.4336,11.5044,0.0000,0.4425
"Public","061527001953","Glendora High","CA","06",91741,34.13508800,-117.83715900,2597,47.3623,1.6943,37.8129,8.6638,0.2695,4.1972
"Public","061548013032","Pivot Charter School North Valley","CA","06",95928,39.74754000,-121.79230100,61,60.6557,3.2787,21.3115,3.2787,6.5574,4.9180
"Public","061560008502","Gorman Learning Center","CA","06",92374,34.06824400,-117.21701400,1947,56.3945,4.9820,28.8136,6.4715,0.9759,2.3626
"Public","061623002018","El Cajon Valley High","CA","06",92021,32.79918200,-116.94762000,1720,47.7907,8.1395,38.0814,3.0814,0.3488,2.5581
"Public","061623002019","El Capitan High","CA","06",92040,32.86809200,-116.91713000,1649,63.4930,1.3341,25.1668,0.9703,1.5161,7.5197
"Public","061623002020","Granite Hills High","CA","06",92019,32.79931800,-116.91506500,2478,56.9007,2.3810,29.4996,1.6142,0.8475,8.7571
"Public","061623002022","Grossmont High","CA","06",91944,32.78069600,-116.98634900,2394,46.7001,6.0150,35.8396,3.7594,0.2924,7.3935
"Public","061623002023","Helix High","CA","06",91941,32.75486800,-117.03759500,2445,18.3231,18.4867,46.2577,6.4622,0.2045,10.2658
"Public","061623002024","Monte Vista High","CA","06",91977,32.73537100,-116.97345300,1657,15.0875,13.3977,58.9016,4.3452,0.6035,7.6645
"Public","061623002025","Mount Miguel High","CA","06",91977,32.72259500,-117.01675900,1483,10.5192,17.9366,59.6089,5.6642,0.3372,5.9339
"Public","061623002026","Santana High","CA","06",92071,32.85694500,-116.96838500,1509,63.7508,1.4579,22.6640,1.9881,0.5302,9.6090
"Public","061623002028","Valhalla High","CA","06",92019,32.75945000,-116.92139200,2129,60.3570,3.8985,23.4852,4.1334,0.3758,7.7501
"Public","061623008594","Steele Canyon High","CA","06",91978,32.73012200,-116.92515200,2195,48.2460,6.0592,35.1253,2.6879,1.0023,6.8793
"Public","061623009141","West Hills High","CA","06",92071,32.84758400,-117.01561900,1958,61.6445,1.0725,22.7783,3.0133,0.3575,11.1338
"Public","061632302033","Gustine High","CA","06",95322,37.26123900,-121.00142600,557,23.6984,0.5386,73.0700,2.5135,0.0000,0.1795
"Public","061632502049","La Puente High","CA","06",91744,34.02603500,-117.95553900,1403,1.1404,1.1404,94.5118,2.4234,0.1426,0.6415
"Public","061632502053","Los Altos High","CA","06",91745,34.00745400,-117.97569200,2061,6.3561,1.2615,82.9694,8.6851,0.0970,0.6308
"Public","061632502072","Glen A. Wilson High","CA","06",91745,33.99816800,-117.94745200,1616,4.6411,1.1757,51.3614,41.1510,0.2475,1.4233
"Public","061632502074","William Workman High","CA","06",91744,34.02891100,-117.93701400,1165,1.2876,1.4592,89.7854,6.8670,0.2575,0.3433
"Public","061650002085","Hanford High","CA","06",93230,36.34393100,-119.64475400,1490,30.4698,6.5772,61.0738,0.9396,0.4027,0.5369
"Public","061650007506","Hanford West High","CA","06",93230,36.33053900,-119.66191200,1379,27.0486,6.2364,61.2038,3.8434,0.6526,1.0152
"Public","061650012317","Sierra Pacific High","CA","06",93230,36.33721000,-119.68993800,776,29.2526,3.8660,58.6340,6.9588,0.5155,0.7732
"Public","061662010685","Pathways Charter","CA","06",94928,38.35443000,-122.70989100,491,69.0428,2.4440,21.7923,4.8880,1.4257,0.4073
"Public","061668011295","Hawthorne Math and Science Academy","CA","06",90250,33.92032500,-118.35411200,565,3.8938,9.0265,74.3363,10.6195,0.0000,2.1239
"Public","061674002116","Hayward High","CA","06",94541,37.67180400,-122.06849700,1644,8.3942,18.1873,58.6983,9.5499,0.3650,4.8054
"Public","061674002124","Mt. Eden High","CA","06",94545,37.62479800,-122.09014000,1935,6.5116,9.4574,50.0258,28.5788,0.4134,5.0129
"Public","061674002135","Tennyson High","CA","06",94544,37.64263000,-122.06620000,1324,3.6254,8.9124,69.3353,13.8973,0.1511,4.0785
"Public","061674010737","Leadership Public Schools - Hayward","CA","06",94545,37.62326000,-122.08610100,507,1.9724,4.7337,65.0888,21.6963,0.0000,6.5089
"Public","061674011849","Impact Academy of Arts & Technology","CA","06",94545,37.63120000,-122.10242100,468,5.5556,13.0342,61.5385,10.8974,0.6410,8.3333
"Public","061686012368","Academy of Careers and Exploration","CA","06",92342,34.73463000,-117.35762100,256,46.4844,7.0313,36.7188,4.2969,0.0000,5.4688
"Public","061686013671","Empire Springs Charter","CA","06",92342,34.74036100,-117.32898700,737,57.5305,1.4925,26.8657,5.0204,0.1357,8.9552
"Public","061686013808","Alta Vista South Public Charter","CA","06",92410,34.10265400,-117.29833500,294,8.1633,12.2449,75.1701,1.3605,1.3605,1.7007
"Public","061686013836","Independence Charter Academy","CA","06",92342,34.74036100,-117.32898700,50,54.0000,8.0000,38.0000,0.0000,0.0000,0.0000
"Public","061692002154","Hemet High","CA","06",92544,33.72858200,-116.93384100,2334,43.6161,5.5270,44.2588,2.6135,0.6855,3.2991
"Public","061692009852","West Valley High","CA","06",92545,33.71984100,-117.00881600,1691,24.3051,11.2951,56.6529,3.1934,0.7688,3.7847
"Public","061692011020","Hamilton High","CA","06",92539,33.57071000,-116.66063700,326,56.4417,1.5337,34.9693,1.5337,3.3742,2.1472
"Public","061692012024","Tahquitz High","CA","06",92545,33.76730000,-117.01759100,1582,20.9229,11.3148,60.4930,3.0973,0.4425,3.7295
"Public","061692013707","College Prep High","CA","06",92544,33.73858200,-116.93681600,126,42.8571,4.7619,44.4444,3.1746,0.7937,3.9683
"Public","061722002177","Hilmar High","CA","06",95324,37.39957900,-120.85177300,633,62.4013,0.4739,35.0711,1.4218,0.1580,0.4739
"Public","061743002185","Holtville High","CA","06",92250,32.81521400,-115.38679900,541,12.7542,0.3697,85.3974,0.3697,0.0000,1.1091
"Public","061806002226","Edison High","CA","06",92646,33.65180700,-117.96857200,2560,60.1563,0.9375,16.6797,11.9141,6.8750,3.4375
"Public","061806002228","Fountain Valley High","CA","06",92708,33.70505600,-117.96139200,3704,30.6695,1.2149,13.6879,49.8920,2.1598,2.3758
"Public","061806002230","Huntington Beach High","CA","06",92648,33.67640500,-118.00236300,2939,58.9316,0.9867,18.7138,10.2076,3.5046,7.6557
"Public","061806002232","Marina High","CA","06",92649,33.73180600,-118.02633900,2438,49.8359,0.9844,19.7293,20.0574,5.8655,3.5275
"Public","061806002233","Ocean View High","CA","06",92647,33.71440700,-118.00111500,1549,28.0181,1.8722,56.7463,7.7469,2.8405,2.7760
"Public","061806002234","Westminster High","CA","06",92683,33.75286700,-118.00961000,2688,4.7619,1.0045,50.2604,39.9554,1.7113,2.3065
"Public","061821002243","Imperial High","CA","06",92251,32.84787900,-115.57660700,1130,16.1947,1.9469,78.7611,2.6549,0.0885,0.3540
"Public","061839002254","Inglewood High","CA","06",90301,33.96073800,-118.35536000,1207,0.2486,40.7622,57.4151,1.2428,0.1657,0.1657
"Public","061839002260","Morningside High","CA","06",90303,33.94004200,-118.33237700,965,0.3109,28.6010,69.0155,0.1036,0.6218,1.3472
"Public","061839010538","Animo Inglewood Charter High","CA","06",90305,33.96042000,-118.33143100,633,0.1580,12.7962,85.7820,0.3160,0.1580,0.7899
"Public","061873008302","Greater San Diego Academy","CA","06",91935,32.71721100,-116.87774800,373,45.8445,4.8257,39.4102,6.4343,1.6086,1.8767
"Public","061893002293","Jefferson High","CA","06",94014,37.69604600,-122.46730200,1135,2.1145,3.9648,39.5595,48.1938,0.0881,6.0793
"Public","061893002296","Terra Nova High","CA","06",94044,37.59505700,-122.47555000,1037,38.2835,2.0251,30.5689,14.6577,0.6750,13.7898
"Public","061893002298","Westmoor High","CA","06",94015,37.68389500,-122.48303300,1690,6.0947,1.2426,18.8757,68.0473,0.1775,5.5621
"Public","061899002302","John Swett High","CA","06",94525,38.05384000,-122.22141900,529,19.2817,18.1474,29.1115,24.0076,0.0000,9.4518
"Public","061911002305","Julian High","CA","06",92036,33.07709600,-116.59513900,153,60.7843,0.0000,24.8366,0.6536,11.1111,2.6144
"Public","061914008596","Julian Charter","CA","06",92036,33.07879000,-116.59486500,2467,68.8285,3.7698,20.3081,4.8237,1.0134,1.2566
"Public","061914012880","Diego Valley Charter","CA","06",92021,32.80057000,-116.93531100,773,25.3558,9.7025,53.8163,1.4230,1.9405,7.7620
"Public","061926002318","Rubidoux High","CA","06",92509,33.99910200,-117.42669100,1629,5.1565,2.7624,90.0552,0.9822,0.2455,0.7980
"Public","061926009556","Jurupa Valley High","CA","06",91752,34.00236200,-117.52132400,1608,8.5199,1.4303,88.6194,0.8706,0.1866,0.3731
"Public","061926012095","Patriot High","CA","06",92509,34.00859000,-117.45071700,2094,16.5712,2.4833,77.4594,2.3400,0.1910,0.9551
"Public","061932002325","Kelseyville High","CA","06",95451,38.97463300,-122.83013500,543,55.9853,1.1050,36.4641,1.4733,1.4733,3.4991
"Public","061949008866","Kerman High","CA","06",93630,36.73253100,-120.06598200,1313,10.1295,0.3046,82.8637,5.9406,0.5331,0.2285
"Public","061954002041","Centennial High","CA","06",93312,35.39851600,-119.09782200,1969,58.7608,2.5394,30.5231,4.1138,0.7618,3.3012
"Public","061954002339","Arvin High","CA","06",93203,35.21815300,-118.83590000,2473,2.9923,0.3235,93.6919,0.2831,0.0809,2.6284
"Public","061954002340","Bakersfield High","CA","06",93301,35.36966600,-119.02478400,2790,20.7527,14.1577,57.8495,1.8280,0.7885,4.6237
"Public","061954002343","East Bakersfield High","CA","06",93306,35.38110900,-118.96474400,2114,7.0956,4.8723,85.7616,0.8042,0.7096,0.7569
"Public","061954002344","Foothill High","CA","06",93306,35.36482800,-118.91645500,1857,9.8546,2.6387,85.2989,0.3770,0.5924,1.2386
"Public","061954002345","Highland High","CA","06",93306,35.40082900,-118.93370900,1966,20.7019,5.6460,66.2767,3.7640,1.2208,2.3906
"Public","061954002347","Kern Valley High","CA","06",93240,35.60777800,-118.46496700,469,79.9574,1.0661,11.5139,0.6397,2.9851,3.8380
"Public","061954002350","North High","CA","06",93308,35.42966600,-119.02738300,1585,65.3628,3.1546,25.5521,1.1987,1.7035,3.0284
"Public","061954002352","Shafter High","CA","06",93263,35.50823600,-119.26786100,1440,7.7083,0.4167,90.0000,0.6250,0.1389,1.1111
"Public","061954002353","South High","CA","06",93304,35.32353100,-119.01409800,1967,5.6431,10.8287,78.3935,3.0503,0.4067,1.6777
"Public","061954002356","West High","CA","06",93309,35.34320900,-119.05979900,2124,12.3823,13.1827,59.6987,2.7307,0.3766,11.6290
"Public","061954003116","Ridgeview High","CA","06",93313,35.27722800,-119.05827600,2278,15.3205,8.5601,65.4522,7.9017,0.3512,2.4144
"Public","061954004529","Kern Workforce 2000 Academy","CA","06",93309,35.34221200,-119.06506100,406,5.9113,4.1872,88.6700,0.2463,0.2463,0.7389
"Public","061954007994","Liberty High","CA","06",93312,35.36642100,-119.12896700,1926,59.1381,2.9595,29.6469,4.0498,0.6231,3.5826
"Public","061954010223","Stockdale High","CA","06",93311,35.32680100,-119.12487500,2087,32.8222,6.9957,37.7575,17.1538,0.7187,4.5520
"Public","061954011297","Golden Valley High","CA","06",93307,35.27950600,-119.00955600,2418,8.3954,6.4103,80.5211,3.0190,0.4136,1.2407
"Public","061954011601","Frontier High","CA","06",93314,35.41779100,-119.14818800,2324,55.2065,2.2375,32.9174,5.8520,0.6885,3.0981
"Public","061954012132","Independence High","CA","06",93311,35.28259900,-119.10985600,2048,25.5859,7.6660,53.1738,8.9355,0.7324,3.9063
"Public","061954012155","Mira Monte High","CA","06",93307,35.33763100,-118.93328100,2004,4.0918,5.2395,88.5729,1.3473,0.1497,0.5988
"Public","061962006745","Keyes to Learning Charter","CA","06",95328,37.55269800,-120.90970700,348,74.1379,0.5747,19.5402,3.4483,1.4368,0.8621
"Public","061965002360","King City High","CA","06",93930,36.20864100,-121.13565200,947,9.5037,0.5280,86.1668,0.7392,0.2112,2.8511
"Public","061965008221","Greenfield High","CA","06",93927,36.31275000,-121.24057100,988,2.3279,0.4049,96.4575,0.3036,0.2024,0.3036
"Public","061970002374","Reedley High","CA","06",93654,36.60150300,-119.45524000,1817,12.9884,0.3853,82.5537,2.3665,0.3302,1.3759
"Public","061970010782","Orange Cove High","CA","06",93646,36.61216000,-119.32107700,648,1.3889,0.0000,97.3765,0.4630,0.0000,0.7716
"Public","061983002383","Kingsburg High","CA","06",93631,36.51860100,-119.54658700,1131,34.1291,0.5305,58.5323,3.6251,0.2653,2.9178
"Public","061995002390","Hoopa Valley High","CA","06",95546,41.05231000,-123.67729800,249,10.8434,0.4016,4.0161,1.2048,79.1165,4.4177
"Public","062007002401","Lower Lake High","CA","06",95457,38.91499400,-122.60790600,754,50.6631,3.4483,33.2891,1.3263,2.9178,8.3554
"Public","062013002408","La Canada High","CA","06",91011,34.19306200,-118.17913200,2102,54.5671,0.5709,11.1323,27.4976,0.2379,5.9943
"Public","062022002423","Pescadero High","CA","06",94060,37.24760900,-122.36458200,95,25.2632,1.0526,71.5789,0.0000,0.0000,2.1053
"Public","062037002454","Laguna Beach High","CA","06",92651,33.54178700,-117.77607100,1038,84.6821,0.8671,8.5742,2.4085,0.3854,3.0829
"Public","062064002481","South Tahoe High","CA","06",96150,38.90556600,-120.01283600,984,53.4553,1.4228,35.5691,6.4024,0.8130,2.3374
"Public","062067002484","Clear Lake High","CA","06",95453,39.06100500,-122.91892500,427,57.3770,1.4052,28.5714,2.5761,6.3232,3.7471
"Public","062079007308","River Valley Charter","CA","06",92040,32.85358300,-116.94013800,274,73.7226,1.4599,11.6788,5.8394,3.2847,4.0146
"Public","062079012287","National University Academy","CA","06",92083,33.17295000,-117.21976100,762,46.7192,7.3491,37.0079,6.8241,1.4436,0.6562
"Public","062100002518","Agoura High","CA","06",91301,34.15115500,-118.74934600,2168,78.3672,1.1070,10.1015,7.1956,0.5074,2.7214
"Public","062100002519","Calabasas High","CA","06",91302,34.13893300,-118.62804000,1824,78.6732,4.1667,7.5658,7.2917,0.1645,2.1382
"Public","062106002532","Lassen High","CA","06",96130,40.41611500,-120.65631900,865,71.9075,1.1561,16.1850,1.7341,6.7052,2.3121
"Public","062115002537","Laton High","CA","06",93242,36.43504400,-119.68248800,176,16.4773,2.2727,80.1136,0.5682,0.5682,0.0000
"Public","062121008718","Environmental Charter High","CA","06",90260,33.88251600,-118.35487800,524,4.7710,11.6412,72.5191,5.7252,0.1908,5.1527
"Public","062127002548","Le Grand High","CA","06",95333,37.22763600,-120.25374100,468,4.7009,0.2137,86.5385,0.4274,0.4274,7.6923
"Public","062140002561","Lemoore High","CA","06",93245,36.29699100,-119.77908800,2011,28.6425,6.6136,52.7101,6.8125,3.7792,1.4421
"Public","062140011607","Lemoore Middle College High","CA","06",93245,36.29151000,-119.82331300,252,44.4444,2.7778,44.0476,7.1429,0.3968,1.1905
"Public","062142008504","Animo Leadership High","CA","06",90301,33.93476000,-118.34770100,625,0.1600,1.2800,97.4400,0.3200,0.0000,0.8000
